UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
18702956,3964445,08/18/2018,18:16,f936acb5-599c-4a95-99e6-39e7d0c64364,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2011,East,1,M,Licensed,NJ,Going Straight Ahead,Left Front Bumper,Center Front End,Right Front Bumper,,,N,,Following Too Closely,Unspecified
19150187,4233557,11/01/2019,21:10,90cc6de5-a387-4b00-8d62-b7cb92e46f24,NY,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2017,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
18956888,4144184,06/03/2019,7:10,fb17e8ec-d017-415f-a86a-7603a44e61a9,OK,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2019,East,1,M,Licensed,NY,Making Left Turn,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Passing Too Closely,Unspecified
13414579,248820,01/31/2013,18:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
13662927,3081575,11/03/2014,10:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Fatigued/Drowsy,
14720733,3229816,05/29/2015,17:05,2,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Failure to Yield Right-of-Way,
17126417,3618220,02/15/2017,9:20,f9088412-7bd8-4c82-bf09-c2a23475184b,FL,Station Wagon/Sport Utility Vehicle,VOLK -CAR/SUV,,2014,Unknown,0,,,,Parked,Center Front End,Right Front Bumper,Left Front Bumper,Center Back End,Right Rear Bumper,N,,Unspecified,Unspecified
11972885,182231,12/17/2013,11:15,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17266190,3513958,09/03/2016,18:30,744454,NY,,,,,,,,,,,,,,,,Unspecified,,,
14944618,3336200,11/15/2015,0:15,3,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
17548229,3677964,05/24/2017,18:45,5a142053-d1a2-476f-afb1-2987eeac03f9,CT,Sedan,HYUN -CAR/SUV,,2013,East,1,F,Licensed,CT,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
14984545,3356323,12/19/2015,4:43,2,NY,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
17299530,3494446,08/03/2016,11:00,605371,GA,Carry All,KW-TRUCK/BUS,,2013,West,1,M,Licensed,FL,Backing,No Damage,No Damage,No Damage,No Damage,No Damage,Y,,Unspecified,Unspecified
14720556,3229731,05/29/2015,20:00,2,NY,PASSENGER VEHICLE,,,,,,,,,Passing,,,,,,,,Unspecified,
14540272,3155528,01/18/2015,12:50,6,TX,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Pavement Slippery,
17036880,3448704,05/19/2016,9:01,299742,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2006,Southeast,1,M,Licensed,NY,Starting from Parking,Left Front Quarter Panel,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unsafe Lane Changing,Unspecified
12006700,1035781,10/07/2014,21:35,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
9564360,64473,08/05/2013,10:50,1,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
17229285,3507213,08/23/2016,10:30,695969,NY,Sedan,CHEV -CAR/SUV,,1994,West,1,M,Licensed,NY,Stopped in Traffic,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,Center Back End,,N,,Unspecified,Unspecified
19135361,4227293,10/21/2019,18:30,7252ba41-33b4-4c43-be6c-9a4629529d94,NJ,Sedan,AUDI -CAR/SUV,,2018,North,2,M,Licensed,NJ,Going Straight Ahead,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified
17125067,3625209,03/03/2017,1:48,293bfc6a-27ee-4ef5-a5ab-74246046e6c2,NY,Sedan,MERZ -CAR/SUV,,2007,North,2,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Center Front End,Right Front Bumper,Right Front Bumper,N,,Unspecified,Unspecified
19771100,4357252,10/13/2020,2:10,433edc84-90fd-41e1-9c2e-08f6c373419f,,Sedan,MERZ -CAR/SUV,,,North,,,,,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Right Front Bumper,No Damage,Unspecified,,Driver Inattention/Distraction,Traffic Control Disregarded
18873234,4049159,12/20/2018,16:00,d24c7e80-e5bc-48f7-98b0-a5f7e6f12162,NY,Sedan,VOLK -CAR/SUV,,2017,South,1,M,Licensed,NY,Entering Parked Position,No Damage,No Damage,,,,N,,Driver Inattention/Distraction,Unspecified
19015198,4171399,07/15/2019,14:15,36941bd9-7e70-4ad1-8d6d-2a678ddf29cc,NY,Sedan,LINC -CAR/SUV,,2014,West,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
19155982,4236178,11/05/2019,7:02,74ea737e-be0c-444f-b198-3ca302e59e8b,NY,Bus,novab,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
14407621,300693,01/15/2014,9:30,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Animals Action,
17422936,3554334,11/05/2016,23:50,1031288,NY,Bus,NOVA,,2015,South,1,M,Licensed,NY,Parked,Left Front Quarter Panel,No Damage,,,,Unspecified,,Unspecified,Unspecified
17136730,3616397,02/15/2017,15:45,127a4177-f7e0-451f-a02b-1f4849a78bdb,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2002,North,3,F,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,,,,N,,Failure to Yield Right-of-Way,Passing or Lane Usage Improper
19773702,4358800,10/17/2020,7:00,0ac9f5bb-db7d-4d36-8416-2eadd9c5d728,,,,,,East,1,,,,Going Straight Ahead,Right Front Quarter Panel,Other,Right Side Doors,Right Rear Quarter Panel,Other,Unspecified,,Driver Inattention/Distraction,Following Too Closely
17891477,3755554,09/21/2017,17:55,e1dff75d-f26b-438f-89a7-8926d4d4750b,NJ,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2017,West,4,M,Licensed,NJ,Starting in Traffic,Left Front Bumper,Left Front Bumper,Center Front End,No Damage,No Damage,N,,Following Too Closely,Unspecified
19086010,4204503,09/07/2019,5:20,3fdb5dc3-9333-48ea-943d-d1bd7e1e1138,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2013,South,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,Left Side Doors,,N,,Unspecified,Unspecified
18936806,4134582,05/18/2019,16:22,a35ce9f2-7166-43c9-87e9-7ada5d27ed7e,NY,Sedan,LEXS -CAR/SUV,,2018,South,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
11060458,344375,05/31/2014,21:25,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Backing,,,,,,,,Unspecified,
18934796,4133877,05/17/2019,22:15,0c1c6c33-f9b2-49b9-8b6b-5f69c051724d,NY,Sedan,TOYT -CAR/SUV,,2018,West,2,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,,N,,Traffic Control Disregarded,Unsafe Speed
11915392,177361,04/09/2013,13:01,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14940651,3334212,11/14/2015,8:15,2,NY,PASSENGER VEHICLE,,,,,,,,,Backing,,,,,,,,Unspecified,
19621509,4250235,12/01/2019,15:57,4e7c2b8f-7748-4179-9c0b-8e7f014ca693,NY,Sedan,LINC -CAR/SUV,,2011,West,1,M,Licensed,NY,Making Right Turn,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,No Damage,N,,Turning Improperly,Unspecified
19112647,4216149,10/02/2019,6:54,9b3ce0c0-84bb-4224-a6bf-3dc980bbca32,PA,Box Truck,INTL-TRUCK/BUS,,2015,East,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
8620657,2837897,11/01/2014,15:20,1,NY,VAN,,,,,,,,,Making Left Turn,,,,,,,,Unspecified,
17801300,3857330,03/04/2018,14:30,a4ce3d75-7ab7-4fc9-9cbb-3afb79d683f1,NY,Sedan,TOYT -CAR/SUV,,2003,West,1,M,Licensed,NY,Entering Parked Position,Right Side Doors,Right Side Doors,,,,Unspecified,,Driver Inexperience,Passing or Lane Usage Improper
8619960,1006264,08/10/2014,14:30,1,NY,TAXI,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19554065,4294490,02/25/2020,18:30,db981470-4008-48b8-9010-8374f1dcd4a9,NY,Pick-up Truck,FORD -CAR/SUV,,2014,Unknown,0,,,,Parked,Center Back End,No Damage,,,,N,,Unspecified,Unspecified
19985432,4427319,06/14/2021,18:20,5f419cf9-e424-42f2-807e-2c5ef9102587,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2008,West,0,,,,Parked,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
18852948,4029294,11/19/2018,21:25,a337e43c-6779-4d3f-9f4c-36863c2117d6,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2010,North,0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
9289711,314010,04/02/2014,15:49,2,NY,TAXI,,,,,,,,,,,,,,,,,Turning Improperly,
17483160,3676664,05/22/2017,18:21,d52ad64f-49f7-4fa4-a657-75e5b5791375,NY,Sedan,LEXS -CAR/SUV,,2015,North,4,M,Licensed,NY,Stopped in Traffic,Center Back End,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
17744815,3868357,03/17/2018,18:43,246c8e03-0671-4050-a7a2-07215d21df4b,PA,Sedan,NISS -CAR/SUV,,1999,West,1,M,Unlicensed,SC,Entering Parked Position,Left Front Bumper,Center Front End,,,,N,,Driver Inattention/Distraction,Unspecified
19172331,4244025,11/19/2019,22:00,65e87ec1-7bf6-467f-abe9-d618ebcb2efe,NY,Sedan,ACUR -CAR/SUV,,2007,West,0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,No Damage,No Damage,No Damage,N,,Traffic Control Disregarded,Unspecified
17605952,3740357,08/30/2017,20:57,06e9773b-4e04-4067-bb8e-3183093f6e78,NY,Sedan,HOND -CAR/SUV,,2016,West,0,,,,Parked,Right Front Quarter Panel,Right Front Bumper,Right Side Doors,Right Rear Quarter Panel,,N,,Unspecified,Unspecified
17151816,3457776,06/07/2016,17:30,371582,NY,4 dr sedan,TOYT -CAR/SUV,,2013,West,1,F,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,,,N,,Unspecified,Unspecified
11314048,145315,11/24/2012,4:10,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17956188,3803605,12/04/2017,18:00,c83edc70-b77c-4a29-a67e-033ad4e175cf,NY,Sedan,HOND -CAR/SUV,,2000,West,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19975693,4404235,04/02/2021,9:10,7c4cf39b-ff5d-4bc9-9a7b-9cf18518979b,NY,Station Wagon/Sport Utility Vehicle,LINC -CAR/SUV,,2013,West,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Right Rear Bumper,Right Rear Bumper,,,N,,Driver Inattention/Distraction,Unspecified
11313654,145145,10/10/2012,20:20,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
18751982,3974158,09/04/2018,9:00,b5ceb1b0-fc73-46e7-9dcf-d31664170756,,Bike,,,,East,1,M,,,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19120579,4220718,10/09/2019,22:48,46a702fe-168c-402f-b675-4bb3c2965373,NY,Sedan,NISS -CAR/SUV,,2015,North,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,View Obstructed/Limited,Unspecified
12313657,199778,06/17/2013,15:35,1,NY,OTHER,,,,,,,,,,,,,,,,,Unspecified,
17197308,3468417,06/25/2016,11:00,446382,NJ,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2013,West,1,M,Licensed,NJ,Making Left Turn,Center Front End,Center Front End,Right Front Bumper,,,N,,Failure to Yield Right-of-Way,Unspecified
18713361,3982944,09/12/2018,10:00,6cec9193-0ae4-4331-8126-320d1553bbb9,NY,Box Truck,PTRB-TRUCK/BUS,,2015,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,,,,N,,Reaction to Uninvolved Vehicle,Unspecified
11760165,2818000,11/03/2014,12:16,1,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
10056377,2897337,05/31/2013,7:00,2,NY,PICK-UP TRUCK,,,,,,,,,,,,,,,,,Outside Car Distraction,
19864218,4399421,03/16/2021,14:09,5ec83aaf-f43b-4a5c-9a04-79ff6c0b605b,NY,Bus,,,2010,East,1,M,Licensed,NY,Going Straight Ahead,Right Rear Bumper,Right Rear Bumper,,,,N,,Driver Inattention/Distraction,Following Too Closely
17940280,3773284,10/20/2017,11:00,a6f15280-5b5a-4a9f-8372-5c8bf1332770,NY,Sedan,NISS -CAR/SUV,,2008,East,1,F,Licensed,NY,Making Right Turn,Left Side Doors,No Damage,,,,N,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way
18713438,3925656,06/19/2018,18:00,1fbe2424-b93c-4737-b323-b235c5bedf4b,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2007,South,2,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Center Front End,,,N,,Unspecified,Unspecified
12182810,2985293,08/29/2012,16:00,1,NY,PICK-UP TRUCK,,,,,,,,,,,,,,,,,Unspecified,
19757345,4351191,09/23/2020,6:00,cbbb0c98-5652-42b6-a03c-5c990a25b1c3,NJ,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2019,North,0,F,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
17581562,3687015,06/08/2017,15:00,db2038ae-c327-40e8-bdd4-5dbe8c70d102,NY,Van,FRHT-TRUCK/BUS,,2014,North,2,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
18685091,3930621,06/24/2018,23:30,ec37f508-384a-4ec2-9848-7a0ff46d392e,NJ,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2016,South,2,F,Licensed,NJ,Stopped in Traffic,Left Rear Bumper,Left Rear Quarter Panel,Left Rear Bumper,,,N,,Unspecified,Unspecified
14855132,3291327,09/05/2015,15:25,1,NY,PASSENGER VEHICLE,,,,,,,,,Making Right Turn,,,,,,,,Unspecified,
11913005,176162,09/16/2012,12:51,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
10873220,123832,06/16/2013,14:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Backing Unsafely,
17113193,3619498,02/21/2017,12:30,8d2b307a-185b-4e72-b578-5e8d6a4dbca6,NY,Sedan,TOYT -CAR/SUV,,2016,West,2,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,,,N,,Passing or Lane Usage Improper,Unspecified
18490695,4061033,01/02/2019,15:38,2b8d5490-89fe-4264-a412-751d81f14268,,,,,,North,,,,,Going Straight Ahead,,,,,,Unspecified,,,
18934277,4133577,05/12/2019,18:30,27ea7781-2017-4748-9db5-f3df621a9e08,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2003,North,1,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified
19671469,4312440,05/08/2020,8:45,69010dfa-17ea-4676-a34b-0d72704ea0c8,NY,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2005,East,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
14517180,3145641,12/31/2014,12:50,2,NY,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
18775816,4032238,11/22/2018,12:10,e1a9380b-227b-479c-aa5e-cb1c5980e230,PA,Sedan,SUBA -CAR/SUV,,2017,North,1,M,Licensed,PA,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Passing or Lane Usage Improper,Unspecified
12662058,216419,05/20/2013,17:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9967914,81868,11/30/2012,14:45,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19833449,4385561,01/18/2021,15:45,fd784bdb-1b2f-4ad5-b8f3-70b3cd10dcad,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2013,North,1,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Quarter Panel,Center Front End,Right Front Bumper,No Damage,N,,Fatigued/Drowsy,Alcohol Involvement
18504866,4063120,01/07/2019,10:15,4e84f33f-aea6-4018-9e68-9e950d4d8127,NY,Sedan,DODG -CAR/SUV,,2013,South,1,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
17979166,3798387,11/27/2017,9:58,a097af50-6062-462e-b7c0-63cf0c11e861,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2014,South,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Passing Too Closely,Unspecified
15021806,3375052,01/20/2016,16:30,2,NY,TAXI,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
9135447,2826081,11/18/2014,14:30,1,NY,LIVERY VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Other Vehicular,
14962925,3345423,12/01/2015,15:00,1,PA,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
10052259,85445,08/16/2012,14:56,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
19035399,4180319,07/31/2019,6:50,bde0135f-8fa4-4a09-9db0-55b034b4a5c0,NY,Sedan,BMW -CAR/SUV,,2016,North,1,F,Licensed,NJ,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Following Too Closely,Unsafe Speed
14653036,3202035,04/12/2015,10:45,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19701862,4326175,07/02/2020,12:30,b1ced4a6-a92a-458e-9e4c-a4bc2048ddaa,NY,Box Truck,GMC-TRUCK/BUS,,1997,East,1,M,Licensed,NY,Making U Turn,Left Front Bumper,No Damage,,,,N,,Turning Improperly,Oversized Vehicle
18965430,4148138,06/08/2019,1:45,f0359739-52be-4773-a13a-d88f7148d008,NY,Sedan,INFI -CAR/SUV,,2014,North,0,,,,Parked,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
17656856,3747688,09/11/2017,13:30,65070259-b8c4-440a-bccc-924ff7b02e0e,NY,Sedan,BMW -CAR/SUV,,2016,West,0,,,,Parked,Left Front Quarter Panel,No Damage,,,,N,,Driver Inattention/Distraction,Unspecified
14488923,3133665,12/08/2014,18:30,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Lost Consciousness,
18803571,4014690,11/05/2018,7:25,982629b0-87ba-4e57-a8a4-cb5c37b87e00,NY,Sedan,NISS -CAR/SUV,,2003,East,1,F,Licensed,NY,Making Right Turn,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
17731375,3846544,02/14/2018,11:30,c0b6f3db-fe04-4012-b4cb-62e0497fea3d,NY,Pick-up Truck,DODG -CAR/SUV,,2014,West,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Bumper,,,,N,,Unspecified,Unspecified
11971546,181553,08/09/2013,18:10,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
15065456,3397107,03/01/2016,16:43,1,NY,BUS,,,,,,,,,Going Straight Ahead,,,,,,,,Oversized Vehicle,
17247972,3524301,09/20/2016,14:55,820272,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2013,East,1,M,Licensed,WA,Going Straight Ahead,Center Front End,Center Front End,Center Front End,No Damage,No Damage,N,,Driver Inattention/Distraction,Following Too Closely
17913401,3749424,09/13/2017,6:45,38d43bd3-f7ea-4962-8a37-d7b9fc5fe06c,,,,,,South,1,,,,Going Straight Ahead,Right Front Quarter Panel,No Damage,,,,N,,Passing or Lane Usage Improper,Driver Inattention/Distraction
19946000,4407081,04/08/2021,19:30,c0a7fc73-0d9d-4ab7-82a3-ceee0526276d,NJ,Station Wagon/Sport Utility Vehicle,,,,North,,,,,Making U Turn,Left Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
19986841,4417267,05/17/2021,4:30,bb007681-876e-41e3-aa12-612c4b7583b4,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2005,South,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,Left Side Doors,No Damage,N,,Unspecified,Unspecified
9436928,2855082,09/17/2012,18:30,2,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
12450887,2997498,07/16/2012,20:00,3,CT,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
18590502,3977147,09/07/2018,18:55,bddb55f2-5e9d-4c5f-9772-49057cb3fb2e,NY,Pick-up Truck,FORD -CAR/SUV,,2013,East,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified
8993814,33160,10/25/2012,1:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14795348,3261945,07/19/2015,19:11,3,NY,PASSENGER VEHICLE,,,,,,,,,Stopped in Traffic,,,,,,,,Unspecified,
17115981,3609910,02/05/2017,8:00,0a47f691-0992-479e-8ee5-039e1d2325e4,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2015,Northeast,1,F,Licensed,NY,Making Left Turn,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,,,N,,Driver Inattention/Distraction,Traffic Control Disregarded
17355513,3478652,07/11/2016,18:15,505914,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2012,East,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
19639338,4249001,11/27/2019,16:20,0e75f5c7-9458-4cb3-b851-a58f9a76cc61,NY,Taxi,TOYT -CAR/SUV,,2018,South,1,M,Licensed,NJ,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
17719499,3852570,02/26/2018,1:17,d02a25c6-9497-4155-b892-aacbf3caa7ec,NY,Taxi,LINC -CAR/SUV,,2011,East,1,M,Permit,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Center Front End,Center Front End,Center Front End,N,,Unspecified,Unspecified
17971661,3807985,12/11/2017,13:00,9210501e-375d-411b-992f-6e9311e785dc,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2016,Northwest,0,,,,Parked,Right Front Quarter Panel,Right Side Doors,Right Rear Bumper,Right Rear Quarter Panel,Right Front Bumper,N,,Unspecified,Unspecified
16975032,3416120,04/15/2016,20:50,143057,NY,4 dr sedan,TOYT -CAR/SUV,TOYT CAM,1995,East,0,U,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,No Damage,No Damage,N,,Unspecified,Unspecified
18827793,4048434,12/19/2018,19:05,2ea9cd8a-7077-4f67-9bf6-511db0915dc7,NY,Flat Bed,FRHT-TRUCK/BUS,,2014,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
13231144,3045083,01/01/2013,6:15,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
12960510,231078,07/16/2013,23:05,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
14629479,3192124,03/24/2015,8:40,1,NY,SMALL COM VEH(4 TIRES),,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
18884744,4049010,12/20/2018,16:31,9093191c-86f1-4d90-a8a6-d9b0b61ad953,MD,Sedan,TOYT -CAR/SUV,,1990,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
10672285,606440,07/07/2014,18:40,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Other Vehicular,
18920475,4127658,05/07/2019,11:30,fda8adf6-f958-4bec-8d35-59bae9da0d82,NY,Taxi,TOYT -CAR/SUV,,2015,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Following Too Closely
14510413,3142971,12/24/2014,12:45,1,NJ,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
18682163,3914976,06/05/2018,10:00,69743541-3dce-4e61-a6c3-c4829ccfce3e,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2012,West,5,F,Licensed,NY,Parked,Center Front End,No Damage,,,,N,,Unspecified,Unspecified
10231039,2811244,10/21/2014,12:08,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Unspecified,
11811073,1019672,09/05/2014,12:00,2,NY,UNKNOWN,,,,,,,,,Entering Parked Position,,,,,,,,Driver Inattention/Distraction,
17145865,3467169,06/22/2016,23:15,436467,PA,Station Wagon/Sport Utility Vehicle,HUMM -CAR/SUV,,2008,North,2,M,Licensed,NY,Slowing or Stopping,Center Front End,Center Front End,,,,N,,Following Too Closely,Unsafe Speed
14824386,3276115,08/09/2015,18:30,1,NY,OTHER,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
