ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
170,32072,WALKER STREET,LAFAYETTE STREET,CORTLANDT ALLEY,EB,10/08/2015,78,75,77,177,342,370,340,369,382,409,359,406,323,380,339,362,331,467,361,415,385,290,206,165
89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/17/2014,190,123,97,98,160,262,384,695,621,553,465,433,490,488,596,570,642,711,577,484,421,336,271,220
242,162554,Cherry Street,Catherine Slip,Market Street,WB,10/01/2017,30,9,13,12,6,5,18,25,33,103,132,130,104,123,92,77,109,90,92,99,77,69,68,41
225,74299,69 STREET,60 DRIVE,60 ROAD,SB,11/12/2015,95,57,40,46,94,154,332,543,436,439,495,511,500,566,720,775,821,842,821,619,440,297,194,158
302,87638,Pelham Parkway South,Wallace Avenue,Barnes Avenue,EB,11/09/2019,199,162,95,94,113,85,122,228,271,333,360,403,453,485,504,469,412,405,470,410,371,355,291,277
24,36837,21 St,45 Road,46 Ave,NB,10/12/2019,169,149,103,94,114,101,125,214,201,281,260,292,289,263,250,254,279,263,250,233,210,208,168,187
66,238874,HENRY HUDSON PARKWAY,WEST 145 STREET,HUDSON RIVER GREENWAY,NB,10/10/2016,1690,1047,616,505,543,675,1400,2670,3059,2780,2907,2924,3057,3298,3814,4035,4217,4230,4225,3531,3116,2964,2942,2182
364,89398,White Plains Road,St Ouen Street,Penfield Street,SB,11/04/2019,99,79,50,65,69,174,256,358,345,275,281,303,340,285,285,333,354,325,315,344,262,196,158,154
147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/11/2019,99,80,55,72,87,123,212,261,251,281,262,290,291,326,304,275,234,285,269,268,272,234,222,214
318,154275,Seaview Avenue,East 102 Street,East 103 Street,WB,10/08/2019,54,24,30,19,56,90,194,282,220,175,200,155,167,248,230,266,247,266,258,254,151,137,108,91
150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/12/2019,116,83,49,40,48,42,70,120,216,263,340,409,417,462,413,448,414,397,477,473,280,227,212,198
11,89278,EAST 241 STREET,CARPENTER AVENUE,MATILDA AVENUE,WB,10/08/2016,163,117,79,78,79,115,178,214,234,289,352,349,393,399,410,396,384,348,330,268,260,257,221,214
26,115821,94 Avenue,Van Wyck Expressway,138 Place,EB,10/03/2014,113,69,49,38,56,154,251,368,421,401,364,305,366,388,353,382,399,413,439,403,320,308,273,234
121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/17/2014,67,53,31,18,27,54,177,400,408,295,277,308,315,337,468,480,464,525,522,394,347,271,198,169
191,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,SB,10/08/2015,110,81,51,51,69,148,312,453,440,345,258,259,261,277,292,317,297,316,339,317,252,172,164,160
218,25210,McDonald Avenue,Avenue S,Avenue T,NB,11/15/2014,72,57,42,35,30,32,47,102,155,190,217,228,244,274,260,245,236,267,229,222,179,121,145,119
105,34858,KENT AVENUE,NORTH 1 STREET,GRAND STREET,NB,10/11/2015,368,318,211,170,126,61,55,64,92,166,223,268,310,371,373,444,478,397,513,433,418,333,264,191
289,110263,Glen Street,Lois Lane,South Avenue,NB,09/11/2017,56,20,16,11,38,110,263,412,376,321,303,314,319,346,361,381,413,510,333,213,122,117,124,61
199,51223,ROCKAWAY BOULEVARD,CULLODEN PLACE,84 STREET,EB,11/08/2015,172,107,78,88,70,65,64,95,176,234,278,362,411,422,438,426,408,407,393,346,270,214,209,149
50,33018,5 Avenue,West 25 Street,East 26 Street,SB,10/06/2019,1393,1220,977,717,403,288,307,408,626,795,1015,1093,1119,1264,1298,1294,1267,1301,1382,1365,1220,1115,999,726
306,8119,BRADLEY AVENUE,HOLDEN BOULEVARD,QUEEN STREET,NB,09/16/2015,49,24,15,22,48,147,372,533,431,340,326,272,295,323,417,404,387,345,328,339,231,201,122,94
141,18852,SHORE PARKWAY,25 AVENUE,BAY 41 STREET,NB,10/11/2015,85,50,24,16,23,10,20,33,44,96,111,171,173,229,216,194,196,179,168,148,114,57,61,55
352,113476,Webster Avenue,Clay Avenue,East Mt Eden Avenue,NB,11/03/2019,342,239,209,182,180,168,196,224,323,363,440,477,508,601,628,657,547,574,600,584,475,464,350,264
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,SB,11/06/2019,85,49,52,59,92,242,434,690,620,435,411,474,512,458,581,585,630,630,622,485,350,277,239,158
162,176277,Grand Concourse,184 Street,187 Street,SB,09/17/2014,127,62,59,27,45,135,661,1456,1105,732,530,477,532,491,684,714,708,722,598,510,421,273,190,171
70,38035,1 AVENUE,EAST 97 STREET,EAST 99 STREET,NB,11/16/2016,561,551,420,290,288,337,500,774,1039,991,887,1037,975,1019,937,1058,1137,1285,1256,1218,1034,984,827,662
234,38868,West 135 Street,Frederick Douglass Boulevard,Edgecombe Avenue,EB,10/11/2017,51,17,20,27,30,37,83,124,155,112,131,106,191,158,170,159,161,162,169,121,124,119,76,64
283,150549,Cross Bay Boulevard,165 Avenue,1 Road/West Road,NB,10/29/2017,193,120,81,70,76,86,143,183,288,418,424,429,505,516,516,527,528,478,483,350,355,299,272,185
97,9005462,Dekalb Avenue,Taaffe Place,Classon Avenue,WB,10/14/2014,135,92,60,51,63,161,325,528,630,499,444,470,506,484,569,569,585,576,586,488,380,288,248,188
352,800251,Winchester Boulevard,88 Avenue,88 Avenue,NB,10/05/2014,43,23,16,18,15,14,34,58,98,108,149,145,189,216,206,205,160,147,146,147,102,75,64,50
227,38619,Frederick Douglass Boulevard,West 123 Street,West 124 Street,SB,10/15/2017,307,214,167,153,117,105,106,188,201,278,273,355,360,359,416,399,363,385,323,316,267,269,181,189
3,19463,8 Avenue,66 Street,67 Street,NB,09/17/2017,45,33,25,33,22,20,42,88,170,239,224,237,200,234,161,141,170,176,138,153,122,100,92,67
28,35960,3 Avenue,East 46 Street,East 47 Street,NB,10/12/2019,1278,1213,1014,834,697,561,774,914,1160,1239,1131,1125,1183,1160,1221,1305,1274,1163,1076,1229,1312,1162,1347,1285
365,28775,New York Avenue,Farragut Road,Glenwood Road,SB,04/07/2018,67,53,34,22,25,26,25,47,92,120,127,148,182,195,191,226,204,226,190,183,177,156,110,86
225,38361,Amsterdam Avenue,West 118 Street,West 119 Street,NB,10/07/2017,500,297,251,232,210,136,173,248,387,507,443,295,325,322,376,530,597,491,559,535,442,378,369,338
341,228792,Kings Highway,Avenue J,Avenue I,SB,04/14/2018,59,30,16,9,20,11,30,52,66,71,103,94,99,128,140,113,147,113,121,109,96,75,75,71
246,33186,Lexington Avenue,East 27 Street,East 28 Street,SB,10/11/2019,539,413,279,186,206,355,596,885,893,875,844,875,778,793,817,886,835,899,1067,1010,1090,1156,1308,1047
179,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/26/2015,113,61,53,65,138,367,1316,1872,1568,812,614,579,602,626,773,703,785,827,890,587,409,336,301,168
114,9012150,GRAND CENTRAL PARKWAY,64 AVENUE PEDESTRIAN OVERPASS,64 ROAD,SB,11/13/2016,4173,3269,3048,2533,2723,2900,2738,2966,3537,3766,4229,4838,5200,5259,5762,5692,5400,5267,4937,5433,5247,4784,4320,4181
118,97309,NORTHERN BOULEVARD,191 STREET,192 STREET,EB,10/06/2016,195,116,87,55,79,118,332,759,1019,848,845,915,1007,996,1152,1228,1299,1315,1283,1139,876,649,501,358
178,34243,COLUMBUS CIRCLE NB,CENTRAL PARK SOUTH,BROADWAY,NB,03/06/2017,312,202,138,127,135,233,473,733,743,858,853,817,944,898,935,947,934,1058,1186,956,775,806,676,561
36,81417,RIVERDALE AVENUE,WEST 260 STREET,WEST 261 STREET,SB,11/08/2015,77,43,26,20,35,36,68,149,173,218,264,306,320,343,331,343,297,267,225,212,155,133,101,73
107,70155,East 138 Street,St. Anns Avenue,Cypress Avenue,WB,10/04/2014,132,105,111,104,74,91,83,111,170,188,193,200,198,226,250,257,213,253,228,168,163,136,161,143
243,271350,West 53 Street,6 Avenue,5 Avenue,WB,10/05/2017,310,172,146,100,117,193,298,404,386,386,115,148,456,461,416,370,409,432,515,451,438,430,423,347
266,97387,Underhill Avenue,189 Street,190 Street,WB,11/07/2017,5,4,1,3,2,9,81,162,124,82,87,68,79,70,91,71,82,95,118,67,46,30,24,8
311,51998,Rockaway Boulevard,101 Street,101 Street,EB,10/19/2019,260,165,134,66,76,60,115,178,370,424,575,601,756,664,694,707,600,682,607,531,538,503,380,345
130,111919,Eastchester Road,East Gun Hill Road,Adee Avenue,SB,09/28/2017,56,23,10,18,36,78,181,498,376,272,219,213,249,239,379,362,318,330,252,215,150,136,119,100
337,107126,Tinton Avenue,Home Street,East 168 Street,SB,04/13/2018,38,24,19,13,11,23,71,178,143,104,84,99,71,80,126,156,129,163,118,98,104,66,89,60
54,19984,Bay Ridge Parkway,19 Avenue,20 Avenue,EB,10/03/2014,95,56,39,35,43,90,233,541,513,414,350,390,411,421,494,534,551,634,565,519,432,310,268,214
241,88139,Laconia Avenue,East 214 Street,East 215 Street,NB,11/10/2019,192,119,66,53,64,52,94,137,167,227,292,290,304,301,393,345,317,339,288,272,237,228,156,167
95,29487,QUINCY STREET,CLASSON AVENUE,FRANKLIN AVENUE,EB,09/14/2015,15,9,6,9,6,11,22,60,79,66,58,39,48,50,52,70,58,63,71,60,48,40,32,19
124,65882,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,NB,10/06/2015,110,89,39,57,100,220,330,435,481,389,315,287,287,311,325,349,378,253,291,261,207,171,142,129
22,154272,BELT PARKWAY,FLATBUSH AVENUE,MILL BASIN BRIDGE,SB,11/20/2016,2077,1357,858,667,672,937,1732,2105,2450,2835,3170,3429,3708,3783,3873,3810,3735,3666,3535,3497,3024,2538,2239,1626
74,33760,11 AVENUE,WEST 45 STREET,WEST 46 STREET,SB,11/06/2016,1052,853,545,464,303,343,366,508,614,806,1032,978,896,903,1035,1177,1216,1240,1419,1180,961,771,602,395
71,176284,GRAND CONCOURSE,187 STREET,188 STREET,SB,11/13/2015,119,83,53,58,81,169,781,1576,1294,775,519,553,573,580,702,837,913,991,742,627,431,338,297,275
144,9013838,STATEN ISLAND EXPRESSWAY,FAHY AVENUE,GOETHALS ROAD NORTH,WB,11/12/2016,1418,887,633,536,610,1061,1887,2950,3758,4293,4722,5172,4883,5010,4952,4507,5081,4883,4638,4125,3420,3031,2874,2474
206,149214,Merrick Boulevard,Farmers Boulevard,Belknap Street,NB,10/01/2014,170,103,67,50,97,214,799,1383,1214,765,629,693,728,658,831,907,943,973,969,780,639,439,341,254
32,63023,120 Avenue,191 Street,192 Street,WB,09/27/2014,94,66,66,44,40,55,73,132,178,233,245,264,272,275,280,282,288,332,319,306,216,223,187,149
290,145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,EB,09/17/2014,266,115,103,81,132,266,561,1009,1114,849,781,831,851,921,1268,1503,1408,1412,1119,993,950,742,557,445
320,120482,BLOOMINGDALE ROAD,CLAY PIT ROAD,WOODROW ROAD,SB,10/31/2015,108,81,34,21,18,20,34,101,204,286,383,439,448,484,442,486,438,444,421,354,264,246,188,171
287,151704,Woodhaven Boulevard,73 Avenue,74 Avenue,SB,10/01/2017,621,385,294,246,249,324,581,664,912,1152,1264,1481,1570,1571,1626,1659,1647,1610,1520,1373,1154,954,796,524
27,67871,Steinway Street,34 Avenue,35 Avenue,NB,09/16/2017,285,248,205,191,181,126,111,137,210,245,298,431,322,384,355,355,341,372,340,289,348,376,363,413
359,262241,West Broadway,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,10/16/2019,675,504,317,299,316,580,1008,1118,1245,1382,1554,1361,1274,1108,1100,1196,1266,1285,1392,1222,984,950,1066,860
349,12832,Victory Boulevard,Renwick Avenue,Cypress Avenue,EB,10/15/2019,62,32,27,18,41,122,321,621,498,524,517,559,529,563,634,555,548,579,556,464,320,220,159,109
284,148978,Bell Boulevard,67 Avenue,67 Avenue,NB,10/11/2017,25,17,11,2,8,32,80,409,347,191,147,155,169,162,264,224,200,243,188,149,85,74,30,22
129,113134,Sedgwick Avenue,West 183 Street,Fordham Road,NB,11/03/2017,102,50,43,34,40,68,138,246,352,272,243,266,300,291,340,414,404,394,316,385,386,333,308,197
218,29473,Gates Avenue,Classon Avenue,Franklin Avenue,WB,11/13/2017,18,13,2,7,9,15,56,196,209,188,156,106,83,127,143,136,145,137,158,111,79,58,42,18
301,4237,ANNADALE ROAD,WATKINS AVENUE,BERRY AVENUE,NB,10/28/2015,18,12,3,3,11,48,90,171,169,108,84,91,85,87,139,143,116,142,158,111,55,57,39,15
324,33018,5 AVENUE,WEST 25 STREET,EAST 26 STREET,SB,10/30/2015,1144,914,634,522,344,371,754,1062,1213,1150,1112,941,869,874,882,1058,1083,1203,1282,1295,1469,1441,1424,1308
247,133153,Northern Boulevard,Collins Place,Kings Road,WB,10/27/2014,336,202,168,181,314,744,1605,2453,2076,1659,1413,1359,1394,1431,1560,1590,1462,1472,1400,1123,1004,922,745,551
304,7431,RICHMOND ROAD,BISHOP STREET,NADINE STREET,EB,10/06/2015,58,29,29,30,58,210,632,837,769,547,458,481,472,458,576,591,559,554,523,410,315,246,185,110
352,113476,Webster Avenue,Clay Avenue,East Mt Eden Avenue,NB,11/09/2019,274,231,151,143,182,170,208,297,371,424,538,497,643,607,601,672,672,611,617,646,559,439,438,357
62,28934,6 Avenue,Sterling Place,St Johns Place,NB,11/15/2017,40,22,15,11,28,43,142,240,363,302,290,253,234,221,272,384,333,349,298,220,181,139,140,101
89,69780,East 138 Street,Canal Place,Rider Avenue,EB,09/18/2014,198,128,103,103,139,246,427,695,598,590,504,485,474,561,512,535,652,658,608,528,375,380,337,293
344,72860,Cedar Avenue,West 179 Street,West Fordham Road,SB,04/14/2018,193,100,78,123,66,128,181,101,101,115,144,184,157,154,146,132,163,160,207,200,201,225,182,183
102,69979,Concourse Village West,East 156 Street,East 156 Street,NB,09/18/2014,37,40,29,17,20,65,113,447,397,317,251,221,216,216,251,321,349,386,362,325,226,175,139,86
245,9000022,Amsterdam Avenue,West 164 Street,West 165 Street,NB,10/08/2017,193,176,138,134,94,93,89,115,109,128,156,202,227,296,349,338,302,311,269,281,243,213,180,176
350,106931,W 155 Street,Edgecombe Avenue,St Nicholas Avenue,WB,04/10/2018,145,113,83,82,103,233,595,809,726,685,582,543,462,527,552,510,561,513,566,563,432,404,315,226
168,35041,COMMERCIAL STREET,Clay Street,Box Street,EB,10/08/2019,14,4,7,4,7,24,60,56,76,54,59,69,44,36,41,46,57,54,42,55,41,36,20,16
201,136535,Main Street,63 Avenue,Gravett Road,SB,10/26/2014,110,73,49,29,31,29,83,134,261,329,408,491,539,445,453,404,422,456,531,329,247,199,176,134
109,42364,REMSEN AVENUE,LENOX ROAD,EAST 58 STREET,SB,10/11/2015,459,299,251,206,221,164,149,312,350,416,522,574,565,561,597,606,613,612,574,603,574,519,445,413
349,121069,Crotona Avenue,Claremont Parkway,Crotona Avenue North,SB,04/09/2018,72,33,24,29,21,61,198,458,395,300,250,275,281,312,347,347,394,365,279,238,182,139,106,84
22,74191,69 Street,53 Road,53 Road,NB,10/16/2014,95,69,44,42,69,146,347,543,501,322,313,321,348,420,442,455,466,468,459,381,310,252,223,162
128,130569,32 AVENUE,86 STREET,87 STREET,WB,10/09/2016,97,62,66,50,41,38,43,67,86,97,155,163,174,200,190,203,203,213,183,193,162,119,89,89
78,34659,2 AVENUE,EAST 27 STREET,EAST 28 STREET,SB,10/31/2016,842,641,445,409,534,873,1553,1994,1862,1884,1727,1645,1680,1516,1666,1752,1811,2170,2255,2140,2072,1716,1862,1523
248,135759,Prospect Expressway,Caton Avenue,Albemarle Road,NB,10/21/2014,498,332,298,322,614,1357,2786,3115,2906,2653,2231,2313,2111,2239,2263,2187,2231,2182,2187,1920,1594,1406,1312,1074
121,88518,Eastchester Road,Givan Avenue,Tillotson Avenue,NB,09/18/2014,93,54,25,19,32,51,198,425,413,323,307,274,314,332,437,469,430,472,531,432,328,244,170,190
30,21028,3 Avenue,29 Street,30 Street,NB,10/15/2019,180,132,124,112,245,1120,2314,2155,1748,1556,1381,1317,1072,1120,1190,1197,1432,1355,1288,881,627,482,348,352
349,121069,Crotona Avenue,Claremont Parkway,Crotona Avenue North,NB,04/09/2018,54,46,16,13,20,31,104,344,369,288,224,219,236,286,360,447,589,531,380,197,176,118,81,52
298,4832,VICTORY BOULEVARD,DINSMORE STREET,SIGNS ROAD,WB,09/12/2015,87,58,31,25,16,40,80,149,249,295,324,431,409,389,332,349,330,334,278,236,199,170,145,102
126,19870,NEW UTRECHT AVENUE,72 STREET,16 AVENUE,SB,10/07/2015,68,51,25,24,27,35,76,224,237,242,238,225,172,238,310,270,320,335,341,248,166,152,107,100
185,42389,Ralph Avenue,Glenwood Road,Flatlands Avenue,SB,09/25/2017,103,64,42,44,108,238,345,582,601,557,532,630,583,691,657,682,759,753,727,522,431,287,221,169
313,58671,Rockaway Boulevard,143 Street,144 Street,EB,10/11/2019,188,117,89,57,102,219,351,583,550,449,415,442,455,502,658,740,894,778,646,590,404,323,304,252
108,15736,Bay St,William St,Congress St,NB,09/29/2019,133,83,73,63,73,51,77,123,182,236,278,312,325,314,310,313,324,262,262,218,222,176,144,111
303,178366,Pelham Parkway North,Dead End,White Plains Road,WB,11/08/2019,1,2,2,1,0,4,7,7,5,3,3,8,3,12,4,8,15,9,8,11,9,3,3,2
344,72860,Cedar Avenue,West 179 Street,West Fordham Road,SB,04/15/2018,199,111,78,60,77,41,47,34,53,66,80,103,141,154,222,174,196,198,208,174,166,138,115,122
213,133015,Little Neck Parkway,87 Avenue,87 Terrace,NB,10/03/2014,22,13,15,21,41,172,336,395,256,236,236,245,239,297,249,274,321,309,281,205,169,122,84,41
175,42128,Kings Highway,Utica Avenue,Glenwood Road,EB,11/06/2014,264,168,76,32,40,70,154,192,564,490,392,374,368,418,444,618,668,722,656,422,360,310,202,152
281,106891,39 Avenue,50 Street,51 Street,EB,09/12/2017,42,23,13,4,18,36,84,84,181,151,157,187,181,146,223,239,328,357,296,228,157,119,87,63
186,119860,GRAND AVENUE,REMSEN PLACE,66 STREET,EB,11/10/2015,180,127,74,103,135,306,520,718,702,588,569,636,610,713,757,716,709,797,736,611,474,389,255,267
31,79904,VALENTINE AVENUE,EAST FORDHAM ROAD,EAST 188 STREET,SB,11/03/2015,56,42,24,27,21,50,143,95,182,203,129,197,216,227,113,232,230,226,194,205,167,147,100,72
110,36026,5 Avenue,East 60 Street,East 61 Street,SB,10/08/2017,1095,691,521,338,339,310,403,586,722,780,885,998,891,794,855,954,867,777,870,952,1132,1157,1187,866
30,21028,3 Avenue,29 Street,30 Street,NB,10/17/2019,174,155,122,136,236,1044,2157,2230,1880,1474,1331,1237,1077,1138,1165,1249,1390,1343,1279,900,618,460,338,306
131,270734,Broadway,Dead end,West 219 Street,SB,10/07/2019,198,167,113,110,184,450,908,1387,1186,919,766,800,1010,935,1002,1035,951,905,789,639,506,406,346,253
282,28775,New York Avenue,Farragut Road,Glenwood Road,NB,10/17/2019,29,19,10,8,9,28,65,148,151,116,137,141,115,130,132,157,160,156,184,139,125,97,71,54
100,194371,CLEARVIEW EXPRESSWAY,39 AVENUE,BOYCE AVENUE,NB,11/12/2016,27,16,9,4,4,15,20,48,71,114,127,136,147,128,127,140,146,158,135,117,79,70,59,37
206,29578,Franklin Avenue,Putnam Avenue,Jefferson Avenue,SB,10/09/2019,147,83,61,45,59,107,193,345,461,384,332,451,448,496,492,555,619,516,560,501,435,354,309,233
240,133984,Adamn C Powell Boulevard,West 148 Street,West 149 Street,NB,10/14/2017,383,278,224,199,167,130,128,253,334,385,450,458,478,533,580,586,629,595,617,559,565,545,528,423
236,39011,Amsterdam Avenue,West 147 Street,West 148 Street,SB,10/14/2017,274,210,176,138,152,136,153,189,213,240,261,285,309,307,295,387,440,395,394,372,320,309,298,259
297,2367,ARTHUR KILL ROAD,MAZZA COURT,KRISSA COURT,WB,11/01/2015,145,95,64,48,63,52,80,137,171,274,479,505,485,568,621,475,483,469,427,339,262,201,162,138
122,128570,CYPRESS AVENUE,SUYDAM STREET,HART STREET,EB,10/13/2016,103,77,67,52,53,70,131,242,240,240,223,249,287,330,377,404,492,521,428,356,280,225,185,143
102,34257,Central Park West,Columbus Circle,West 61 Street,NB,10/08/2017,561,421,303,253,188,155,180,210,287,534,714,838,859,851,852,783,668,700,671,660,594,554,530,382
215,64470,HOLLIS AVENUE,201 STREET,200 STREET,EB,11/01/2015,102,79,38,50,42,42,58,97,107,175,209,222,192,221,244,241,284,210,193,183,161,137,85,53
45,87949,WILLIAMSBRIDGE ROAD,COLDEN AVENUE,RADCLIFF AVENUE,EB,09/18/2015,42,19,8,16,21,20,96,268,260,173,142,172,162,199,206,237,234,195,194,156,132,91,79,68
86,95624,Dyre Avenue,West kingsbridge Road,Dark Street,NB,11/02/2014,104,67,71,38,43,28,44,77,89,151,187,184,172,226,208,194,238,218,314,296,227,179,183,159
222,156336,Merrick Boulevard,111 Avenue,111 Road,NB,10/05/2014,197,145,110,93,65,145,302,317,675,511,545,768,596,606,641,601,557,545,538,457,356,300,245,151
162,154454,Cross Bronx Expressway,Prospect Avenue,Marmion Avenue,EB,11/12/2017,3045,2711,1781,1491,1493,1317,1566,2122,2737,3275,3832,4253,4643,4727,4101,4190,3997,3968,4024,4096,3781,3926,3066,2404
132,270743,Broadway,West 220 Street,9 Avenue,NB,10/10/2019,255,109,107,103,237,539,1108,1638,1113,933,910,809,788,1036,990,986,1086,991,931,652,517,513,437,320
53,21399,FORT HAMILTON PARKWAY,CHESTER AVENUE,36 STREET,SB,10/17/2016,167,94,85,71,79,260,588,743,756,604,559,597,693,698,697,621,715,638,639,483,418,383,330,341
323,4297,BARLOW AVENUE,POMPEY AVENUE,DRUMGOOLE ROAD EAST,EB,10/31/2015,9,2,3,1,0,5,3,12,23,18,25,40,37,27,35,28,25,33,29,19,13,16,14,7
8,140401,WASHINGTON BRIDGE,MAHATTAN END,BRONX END,EB,10/15/2016,1425,845,509,423,465,533,772,1160,1469,1406,1743,1724,1975,1914,2079,2252,1906,1652,1537,1440,1347,1319,1199,1111
240,9008829,Pelham Parkway,White Plains Road,Cruger Avenue,EB,09/27/2014,409,250,170,128,144,145,336,461,531,539,593,695,800,875,908,895,882,966,968,794,747,581,540,470
337,6644,RICHMOND HILL ROAD,FOREST HILL ROAD,EDINBORO  ROAD,NB,10/10/2015,47,41,22,26,36,56,79,146,295,401,534,561,592,587,575,534,477,491,422,325,195,142,136,129
349,121069,Crotona Avenue,Claremont Parkway,Crotona Avenue North,NB,04/14/2018,96,70,60,40,26,22,31,91,141,168,163,185,215,267,269,266,316,301,280,238,263,175,169,152
114,28514,Bedford Avenue,Farragut Road,Glenwood Road,SB,10/11/2019,75,25,22,20,20,68,126,233,271,211,227,255,217,204,225,196,248,244,268,195,186,164,98,71
340,148198,Grand Concourse,187 Street,184 Street,SB,04/08/2018,240,247,213,138,110,101,80,112,88,0,0,0,0,243,372,343,336,312,328,277,239,221,221,176
167,9002977,Calhoun Avenue,Dewey Avenue,Cross Bronx Expressway,SB,11/03/2017,32,16,12,11,14,15,46,86,68,49,67,73,65,72,84,109,92,117,104,112,100,82,60,57
186,129127,Linden Boulevard,144 Street,145 Street,WB,09/29/2014,106,69,47,62,93,204,360,556,431,320,292,347,331,322,398,401,409,407,358,322,270,227,193,167
288,9001819,St. Anns Avenue,Rae Street,East 156 Street,NB,09/18/2014,58,48,23,20,37,38,101,245,270,211,165,207,260,244,279,304,319,364,288,270,195,136,99,81
353,35040,Dupont Street,Franklin Street,Manhattan Avenue,WB,10/12/2014,17,17,13,9,12,6,1,7,12,24,19,27,40,30,27,36,26,29,35,31,21,27,24,15
149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/06/2019,333,246,200,158,109,89,81,192,282,357,419,486,524,546,505,477,463,446,492,436,448,387,306,180
26,67665,31 Street,34 Avenue,35 Avenue,NB,09/09/2017,267,251,269,207,189,132,165,212,259,286,300,325,470,483,394,361,417,371,317,317,328,332,292,282
308,72881,University Heights Bridge Approach,Harlem River Shoreline,9 Avenue,EB,09/18/2014,431,277,194,164,183,220,493,883,923,809,740,680,723,743,833,1120,1254,1206,1131,1055,1140,777,721,604
94,29246,VANDERBILT AVENUE,GATES AVENUE,FULTON STREET,SB,09/14/2015,95,39,19,13,36,50,140,281,380,324,242,339,282,325,355,386,430,474,534,491,340,245,159,141
359,44932,FLUSHING AVENUE,CYPRESS AVENUE,SENECA AVENUE,NB,03/25/2016,175,118,85,79,131,213,393,401,499,470,507,543,627,638,712,691,729,773,701,587,439,362,374,275
187,129029,METROPOLITAN AVENUE,PARK LINE SOUTH,FOREST PARK DRIVE,WB,11/08/2015,220,169,108,89,79,114,186,313,461,560,615,673,740,695,645,622,661,555,521,459,437,297,294,191
89,33886,5 AVENUE,EAST 27 STREET,EAST 28 STREET,SB,11/01/2016,1370,1050,665,405,343,373,582,1066,1559,1492,1263,1100,1311,1272,1372,1273,1412,1199,1268,1587,1675,1758,1597,1545
29,140479,BROOKLYN QUEENS EXRESSPWAY,59 STREET,60 STREET,SB,10/03/2016,918,453,432,425,769,1892,2695,2718,2420,2229,2136,2651,2649,2562,2668,2814,2644,2641,2563,2529,2261,2030,1670,1354
237,96615,73 AVENUE,194 STREET,195 STREET,EB,11/01/2015,62,33,23,9,15,18,34,73,157,189,246,266,286,299,276,305,256,233,198,156,141,104,59,46
47,23057,Broadway,Beaver Street,Morris Street,SB,10/08/2017,236,156,120,84,86,61,113,116,117,117,186,148,199,167,210,198,205,167,185,158,191,201,168,134
129,113134,Sedgwick Avenue,West 183 Street,Fordham Road,SB,10/28/2017,151,139,91,80,83,83,74,116,193,198,270,241,376,471,488,514,466,486,505,510,437,322,277,256
150,156485,23 Avenue,83 Street,85 Street,EB,09/24/2017,444,183,107,241,415,238,163,304,363,381,455,470,526,595,658,621,612,499,466,551,484,567,494,432
88,150674,Atlantic Avenue,Williams Avenue,Alabama Avenue,EB,10/07/2019,374,211,156,173,241,368,684,879,996,821,768,673,814,921,940,1030,862,1159,931,984,896,706,583,404
74,33760,11 AVENUE,WEST 45 STREET,WEST 46 STREET,NB,11/01/2016,41,55,35,44,40,24,61,130,174,327,180,156,96,120,120,84,92,143,102,99,104,92,106,54
146,146887,East Burnside Avenue Main Road,Grand Concourse,Anthony Avenue,EB,11/12/2017,160,129,111,84,62,62,49,55,53,64,80,115,123,142,169,166,177,181,150,169,172,158,129,115
326,28860,CLARKSON AVENUE,EAST 37 STREET,EAST 38 STREET,EB,09/18/2015,231,156,66,75,61,44,129,300,443,68,143,367,547,618,524,445,455,507,435,447,417,383,267,235
341,78877,Westchester Avenue,East 167 Avenue,Home Street,WB,09/27/2014,404,298,245,217,210,198,208,256,369,536,566,576,640,627,718,677,720,748,673,692,649,575,531,515
145,112206,Todt Hill Road,Sussex Avenue,Ocean Terrace,NB,09/17/2017,201,119,59,51,37,63,101,200,267,362,514,542,601,584,579,519,514,390,380,414,304,219,176,139
10,116588,EAST GUN HILL ROAD,PEARSALL AVENUE,THROOP AVENUE,EB,10/12/2016,126,72,48,41,55,98,189,323,369,371,380,427,466,482,496,514,521,558,515,469,387,265,194,181
