UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
9791084,4123800,05/01/2019,11:40,0becfb4d-231c-4b10-a9fc-57de6a2c3003,Occupant,Unspecified,18912934,,,,,,,,,,Registrant,,,
6650876,3572470,12/01/2016,21:30,2895163,Occupant,Unspecified,17373596,57,,,,,,,,,Registrant,,,M
5812289,3428506,04/14/2016,9:00,365458,Occupant,Unspecified,,,,,,,,,,,Registrant,,,U
6761374,3580515,12/15/2016,10:00,3054354,Occupant,Unspecified,17426809,48,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7310819,3830226,01/17/2018,17:50,ec529b74-10c6-4577-b14a-bf904d15e3a4,Occupant,Unspecified,17691098,39,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9354830,4109644,04/06/2019,7:00,75c30b34-ceb4-4913-a577-f07bda6324de,Occupant,Unspecified,18697516,35,,,,,,,,,Registrant,,,M
7294259,3823345,01/06/2018,14:34,e80a692c-b9f2-4d0a-bb77-9d0606d8e9bb,Occupant,Unspecified,17683015,0,,,,,,,,,Registrant,,,U
5769184,3408598,03/24/2016,15:10,156232,Occupant,Unspecified,16954995,,Does Not Apply,Does Not Apply,Does Not Apply,Does Not Apply,-,,,Does Not Apply,Driver,,,U
7443316,3861984,03/12/2018,9:45,bc195164-c064-4b1e-aca3-1f7d34655420,Occupant,Unspecified,17756140,0,,,,,,,,,Registrant,,,M
6910011,3705638,07/05/2017,10:55,f7edeabb-0dd3-46e7-a833-68083b88c53c,Occupant,Unspecified,17498169,26,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6713228,3582956,12/19/2016,8:00,3096214,Occupant,Unspecified,17403560,13,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,F
6519048,3506464,08/23/2016,13:24,1687118,Occupant,Unspecified,17310676,52,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9361249,4004683,10/21/2018,22:00,40ac78c8-65d6-4d5d-a1cc-d7f93e503947,Occupant,Unspecified,18700642,34,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9622554,3926447,06/22/2018,16:00,46cd77f3-5736-40e3-b1ab-0b28a22b0b1b,Occupant,Unspecified,18829191,10,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M
6432079,3470953,06/29/2016,10:26,1095513,Occupant,Unspecified,17269201,29,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6469221,3494993,08/05/2016,10:12,1476915,Occupant,Unspecified,17286847,1,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Unknown,,,Does Not Apply,Passenger,,,M
10056746,4184934,08/07/2019,8:47,c57429e9-6e69-4ee5-b3e3-05455d207aac,Occupant,Injured,19044535,22,Not Ejected,Conscious,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Complaint of Pain or Nausea,Passenger,,,F
7680118,3757098,09/25/2017,16:00,46cd715c-fce2-47a8-b4db-e09b3eea7940,Occupant,Unspecified,17872390,30,,,,,,,,,Registrant,,,M
7767727,3776618,10/24/2017,18:40,26606d7f-95c4-40da-8911-2a3cfec390aa,Occupant,Unspecified,17914936,31,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6055083,3597274,01/12/2017,9:30,620745af-ef6a-405f-8c53-d9046d819ce2,Occupant,Unspecified,17090581,54,,,,,,,,,Registrant,,,F
9589678,3956623,08/07/2018,8:57,df060f79-8728-4811-8ae8-e84947f7ebce,Occupant,Unspecified,,,,,,,,,,,Witness,,,
2256119,3228438,05/26/2015,23:00,1,Occupant,Injured,14717519,22,,,,,,,,,,,,
9983609,4167898,07/10/2019,19:10,ff586600-fcaf-457b-a7f2-f3d48bc50b34,Pedestrian,Injured,,13,,Conscious,Chest,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain or Nausea,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M
6183663,3470412,06/28/2016,16:30,1090132,Occupant,Unspecified,17152617,29,,,,,,,,,Registrant,,,F
10215311,4221998,10/12/2019,9:15,72b7e82a-ff68-464a-babb-bdc3764fa946,Occupant,Unspecified,19124417,64,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
9657882,3931431,06/27/2018,6:15,047aadb1-4303-498f-aace-5f2d84afa680,Pedestrian,Injured,,59,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Fracture - Distorted - Dislocation,Pedestrian,Unspecified,Unspecified,F
9673273,4029791,11/20/2018,16:45,65d9c7a0-90dd-4b0b-b18f-8d57e6cbd020,Occupant,Unspecified,18854423,51,,,,,,,,,Registrant,,,F
5968728,3446551,05/28/2016,15:01,793886,Occupant,Unspecified,17049778,48,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M
5814564,3424715,04/11/2016,9:20,330140,Occupant,Unspecified,16977195,28,,,,,,,,,Registrant,,,F
7691268,3770905,10/15/2017,14:43,6c68e8f7-5b7b-4ed0-8086-3b92e6ec13c3,Occupant,Unspecified,17877893,48,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7921685,3807972,12/12/2017,9:50,47823f01-d040-43b6-b2d8-ec291ffa40c2,Occupant,Unspecified,17990292,49,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
8756641,4083944,02/20/2019,18:00,c38237a6-345f-4562-bc84-e6e74f2ea8d4,Occupant,Unspecified,18401835,45,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7876938,3802121,12/01/2017,22:02,6ee501a9-f21f-43cf-8c5b-c67c8589966d,Occupant,Unspecified,17968235,36,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7526029,3874317,04/02/2018,8:00,558ac9ae-0ab0-4d95-851b-41ae168d4fc2,Occupant,Unspecified,17796813,46,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
7845719,3800144,11/30/2017,8:30,3192b8e4-917c-4d80-9cdb-10026bc537a3,Occupant,Unspecified,17952949,22,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6251806,3578633,12/07/2016,6:37,3025413,Occupant,Unspecified,17184356,41,,,,,,,,,Registrant,,,F
7392273,3846102,02/14/2018,18:00,1c5d6ca2-871e-4137-8843-083aa1de654b,Occupant,Unspecified,17731245,0,,,,,,,,,Registrant,,,M
7693759,3802244,12/02/2017,14:38,c270cd21-80ba-4067-b683-e1cc7e8e5f01,Occupant,Unspecified,17879124,0,,,,,,,,,Registrant,,,M
7793814,3809536,12/13/2017,8:38,7234f206-6225-4293-b857-968ff0d21b40,Occupant,Unspecified,17927649,0,,,,,,,,,Registrant,,,
7730377,3728599,08/10/2017,9:20,0171ca49-8ab9-43a9-8e42-4390417cd8ae,Occupant,Unspecified,17896817,34,,,,,,,,,Registrant,,,M
5972531,3441075,05/10/2016,21:25,644804,Occupant,Unspecified,17051516,38,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9170249,3943791,07/18/2018,14:25,4f68c355-ff57-4e58-9d13-03cfd24e9334,Occupant,Unspecified,18606761,50,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9937238,4157339,06/23/2019,16:30,d486ba69-698e-4abb-b8c6-cd3c597e4857,Occupant,Unspecified,18984951,0,,,,,,,,,Registrant,,,U
5989009,3435900,05/05/2016,20:21,578330,Occupant,Unspecified,17059163,,,,,,,,,,Registrant,,,M
7843522,3778236,10/28/2017,2:30,335712e3-f4bb-42fe-857a-88c2641ba4d1,Occupant,Unspecified,17951906,28,,,,,,,,,Registrant,,,U
6238803,3462861,06/14/2016,0:00,970891,Occupant,Unspecified,17178268,46,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Does Not Apply,Driver,,,F
6128086,3611477,02/07/2017,9:15,bc72e982-167c-498d-ae2d-6d99407057e8,Occupant,Unspecified,17125840,50,Not Ejected,Does Not Apply,Does Not Apply,Unknown,None,,,Does Not Apply,Driver,,,M
7768694,3769703,10/13/2017,20:00,659c7cef-ccc2-4e4b-a86c-021c8121eff1,Occupant,Unspecified,17915392,0,,,,,,,,,Registrant,,,U
7694607,3775128,10/19/2017,17:05,0bd2d1d0-c8f5-4c3f-ac74-01e541c00429,Occupant,Unspecified,17879541,0,,,,,,,,,Registrant,,,U
7574465,4026011,04/26/2018,21:30,56cdb296-f439-41b2-90aa-e07732b4fef9,Occupant,Unspecified,17820669,21,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
10273252,4235285,11/03/2019,19:05,50277ced-a46d-4f06-a1fa-fd17b77ddb87,Occupant,Unspecified,19153122,34,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
10005221,4173292,07/15/2019,14:14,aae88358-63f9-412f-987b-d8cdaace0cf3,Occupant,Injured,19018718,61,Not Ejected,Conscious,Abdomen - Pelvis,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F
10227106,4224801,10/16/2019,21:12,7eb1c859-2ad4-4434-91fe-405bddc65bfe,Occupant,Unspecified,19130259,,,,,,,,,,Registrant,,,
6518639,3568360,11/23/2016,15:58,2809204,Occupant,Unspecified,17310476,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
9903575,4146871,06/06/2019,12:30,435b9788-e748-4bce-ab9f-3dfd6b5e3cfc,Occupant,Unspecified,18968396,0,,,,,,,,,Registrant,,,U
7433489,3853339,02/27/2018,8:50,83b4fbaf-32d9-4399-8b92-0d091527edae,Occupant,Unspecified,17751318,59,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
9137606,4101100,03/19/2019,9:56,e41ea2c9-271d-4581-86f7-e354ab21e270,Occupant,Unspecified,18590680,0,,,,,,,,,Registrant,,,F
9203803,4088927,02/28/2019,22:20,2d673b87-f375-41b6-86ab-d868324ea29a,Occupant,Unspecified,18623372,51,,,,,,,,,Registrant,,,F
10275838,4235791,11/02/2019,17:30,13c5d2df-ebc9-404d-b241-8213e9567b66,Occupant,Unspecified,19154437,46,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6138325,3619435,02/21/2017,8:28,af3109c5-c475-4032-ae17-726be698ee38,Occupant,Unspecified,17130838,22,,,,,,,,,Registrant,,,F
1513935,996763,07/21/2014,19:26,1,Pedestrian,Injured,,17,,,,,,,,,,,,
10162035,4209515,09/20/2019,17:07,fc4694f2-4016-45f4-9a99-5448df5d39dc,Occupant,Unspecified,19097688,59,,,,,,,,,Registrant,,,M
7565340,3763586,10/04/2017,16:00,43e21a65-54c7-4275-b463-0baee371951e,Occupant,Unspecified,17816185,0,,,,,,,,,Registrant,,,
9253059,4042458,12/11/2018,9:50,12ceeec6-8137-47e0-be7e-3f28a638867d,Occupant,Unspecified,18647402,35,,,,,,,,,Registrant,,,M
10267939,4233783,11/02/2019,17:00,a808868d-124a-4771-b64f-ee759f25a9ce,Occupant,Unspecified,19150471,,,,,,,,,,Registrant,,,
7358746,3837843,01/30/2018,9:00,8b67d8b1-4413-4b81-8a86-48759b3bf2fa,Occupant,Unspecified,17714701,0,,,,,,,,,Registrant,,,F
9385417,3928493,06/24/2018,18:30,85fe15da-785d-4ab7-b20d-a95134e36e3d,Occupant,Unspecified,18712370,36,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
2072989,249637,03/29/2013,8:55,1,Occupant,Injured,13416461,13,,,,,,,,,,,,
6990087,3677289,05/24/2017,17:50,e61631fe-bdc6-4c7e-bc19-26f9e427f1cb,Occupant,Unspecified,17536602,,,,,,,,,,Owner,,,
9711010,3961190,08/14/2018,12:15,1670bf2e-7c8b-4032-a878-ce1f89916427,Occupant,Unspecified,18873214,22,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9529555,3921521,06/14/2018,16:55,b9e2174b-9cc8-4a8a-abd5-249b65168321,Occupant,Unspecified,18783206,49,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6293078,3466767,06/22/2016,14:23,1040288,Occupant,Unspecified,17203671,4,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
6314634,3524389,09/20/2016,20:20,2037358,Occupant,Unspecified,17213804,28,,,,,,,,,Registrant,,,M
9234542,3929889,06/23/2018,1:00,e6637c1f-2a0d-4961-8037-86080ab21e13,Occupant,Unspecified,18638411,0,,,,,,,,,Registrant,,,
5833112,3424310,04/23/2016,10:40,479173,Occupant,Unspecified,16986347,24,Not Ejected,Conscious,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
9951828,4166489,07/06/2019,21:49,d87e2211-f560-4e38-a8a1-76d9d7f19757,Occupant,Unspecified,18992239,23,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6261272,3483240,07/18/2016,16:35,1260570,Occupant,Unspecified,17188818,42,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7224498,3740279,08/29/2017,18:53,e4197ff5-ad4e-406b-9b50-f13f76dacced,Occupant,Unspecified,17648991,34,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
7463341,3858730,03/07/2018,17:00,b1be8f42-3e1e-4238-b71b-ad32fc36fe4b,Occupant,Unspecified,17765912,30,,,,,,,,,Registrant,,,M
9562134,4008128,10/26/2018,14:50,7b91b367-8ce0-46da-809a-a30dc8fd49a9,Occupant,Unspecified,18799445,0,,,,,,,,,Registrant,,,U
9787382,4122838,04/29/2019,6:36,f6a44fcf-df7f-473f-b173-df78a27b7a6f,Occupant,Unspecified,18911064,,,,,,,,,,Registrant,,,
7191169,3735005,08/21/2017,11:20,024e1cb3-14b5-471e-b3c4-0f9d96a19ecd,Occupant,Unspecified,17632812,0,,,,,,,,,Registrant,,,
6132957,3612503,02/08/2017,18:30,8b72f803-c6e4-4d2c-adb8-959de6f6e933,Occupant,Injured,17128216,26,Not Ejected,Conscious,Hip-Upper Leg,Driver,Lap Belt & Harness,,,Complaint of Pain,Driver,,,F
9436416,4007998,10/24/2018,14:05,48956240-be8c-4a9f-abc1-3e7286b6bd85,Occupant,Unspecified,18737416,39,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2286114,3330041,11/06/2015,16:21,1,Pedestrian,Injured,,75,,,,,,,,,,,,
6512898,3535161,10/06/2016,15:20,2228565,Occupant,Unspecified,17307748,36,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9535534,3967197,08/24/2018,9:00,210b8e90-38ca-4342-8228-6cf9fc95476f,Occupant,Unspecified,18786201,62,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
1411575,2873277,07/14/2013,4:30,1,Occupant,Injured,9671090,28,,,,,,,,,,,,
6962583,3669185,05/13/2017,1:30,f55fe9c0-b9d5-4170-924f-773633e242a5,Occupant,Unspecified,17523264,26,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M
6114913,3621469,02/24/2017,7:16,ca2d1489-399e-4af2-ba9e-e77532aa4c4f,Occupant,Unspecified,17119405,0,,,,,,,,,Registrant,,,
6464477,3512516,09/02/2016,22:40,1820210,Occupant,Injured,17284553,25,Not Ejected,Conscious,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain,Driver,,,M
9033181,4103479,03/26/2019,8:10,15ed1861-d213-4346-89a7-cbe6f1f86834,Occupant,Unspecified,18538883,33,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
2283051,3318559,10/10/2015,19:55,2,Pedestrian,Injured,,27,,,,,,,,,,,,
7920986,3771505,10/17/2017,22:00,add69c8d-6e88-47b8-ae41-e18430668966,Occupant,Unspecified,17989967,46,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,M
9886945,4145776,06/05/2019,17:00,310b6bb2-1054-416e-a5a6-8e53f957d9da,Occupant,Unspecified,18960156,31,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9874177,4142768,05/31/2019,14:06,98fa7261-cc68-425e-98a3-730f17a5df98,Occupant,Unspecified,18953848,,,,,,,,,,Registrant,,,U
7231312,3728429,08/08/2017,19:30,a38bcf89-cfdc-4184-92b0-aa87a59095ff,Occupant,Injured,17652207,49,Not Ejected,Conscious,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain,Driver,,,F
10118552,4199840,09/04/2019,12:00,c51da6f3-f878-47d0-b841-ab1e5ed83773,Occupant,Unspecified,19075703,0,,,,,,,,,Registrant,,,U
6464983,3491326,07/30/2016,11:30,1385413,Occupant,Unspecified,17284797,64,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2089355,3065364,02/20/2013,5:15,1,Occupant,Injured,13528465,32,,,,,,,,,,,,
6044426,3595959,01/09/2017,8:00,dfc45aee-25be-4aed-8224-d297736e3a8f,Occupant,Unspecified,17085503,51,,,,,,,,,Registrant,,,M
9003287,4072726,01/29/2019,13:56,63f865d0-7bb2-4276-b4ef-099c65aef55e,Occupant,Unspecified,18524187,51,,,,,,,,,Registrant,,,F
7842486,3812010,12/14/2017,7:30,b5314d88-f6d1-4957-acb2-41dcb70dc8df,Occupant,Unspecified,17951401,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2288420,3337657,11/18/2015,17:50,1,Pedestrian,Injured,,55,,,,,,,,,,,,
9926472,4154435,06/19/2019,7:25,788861c6-4a2a-4d3c-b382-93cf5c9e0dc1,Occupant,Unspecified,18979614,1,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Does Not Apply,Passenger,,,F
6054273,3595460,01/09/2017,19:00,34bb6f27-00e2-4337-8398-25efd93b3fc7,Occupant,Unspecified,17090202,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6820849,3644626,04/03/2017,17:05,466b4bb0-332e-49d1-8604-7c32d447d7db,Occupant,Unspecified,17455284,0,,,,,,,,,Registrant,,,
7220714,3724018,07/26/2017,11:00,e251f697-6e11-455e-86b9-6262c135b4ca,Occupant,Unspecified,17647161,0,,,,,,,,,Registrant,,,U
10162892,4209789,09/20/2019,12:30,df2de186-4cf0-4054-a50b-d2af3e4f8e07,Occupant,Unspecified,19098120,60,,,,,,,,,Registrant,,,M
5860585,3453089,05/31/2016,17:25,823614,Occupant,Unspecified,,,,,,,,,,,Notified Person,,,
7615641,3754017,09/19/2017,9:25,14972142-48ba-47ca-a6a2-b99b7421141e,Occupant,Injured,17840880,61,Not Ejected,Conscious,Face,Driver,Air Bag Deployed,,,Minor Bleeding,Driver,,,M
7585823,3882424,04/16/2018,13:30,884803b8-11b6-4bc4-bf41-da8a2959d03f,Occupant,Unspecified,17826202,58,,,,,,,,,Registrant,,,F
5831530,3424205,04/17/2016,13:15,394995,Occupant,Unspecified,16985548,32,Does Not Apply,Conscious,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
5977193,3431329,04/23/2016,1:30,499843,Occupant,Unspecified,17053694,,,,,,,,,,Registrant,,,M
5966009,3435198,04/28/2016,15:00,550260,Occupant,Unspecified,17048543,35,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
8979786,4068610,01/24/2019,19:25,94e36265-2ae5-4d1c-8cd0-b9a8cfb2dc73,Occupant,Unspecified,18512634,0,,,,,,,,,Registrant,,,U
9535471,3996742,10/09/2018,17:15,f72122f2-dc89-426b-a4bd-4a132dc36863,Occupant,Unspecified,18786170,65,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6089246,3605985,01/27/2017,15:20,dd07ed9e-c665-499a-9aa2-229a88585c89,Occupant,Unspecified,17107114,10,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
6633907,3562719,11/17/2016,8:30,2736660,Occupant,Unspecified,17365476,9,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt,,,Does Not Apply,Passenger,,,F
7341669,3840122,02/03/2018,13:00,9881f388-2d93-4aa6-9972-185e2454dbbe,Occupant,Unspecified,17706296,31,,,,,,,,,Registrant,,,F
9197265,3929219,06/26/2018,19:52,388fe1e9-addb-4594-8370-35f1f8f17748,Occupant,Injured,18620141,58,Not Ejected,Conscious,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,None Visible,Passenger,,,F
5968762,3444407,05/17/2016,23:30,692713,Occupant,Unspecified,17049793,21,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6915544,3692350,06/16/2017,10:45,0fc683a0-ea47-4769-be2b-650f4b396c41,Occupant,Unspecified,17500816,69,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
8949371,4067413,01/15/2019,10:30,065afcdf-8722-4d5a-8730-b875240c3f06,Occupant,Unspecified,18497437,31,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
6380221,3528923,09/26/2016,21:50,2123070,Occupant,Unspecified,17244758,32,,,,,,,,,Registrant,,,M
6384104,3521943,09/17/2016,18:42,2002371,Occupant,Injured,17246611,44,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,None Visible,Driver,,,M
10046275,4182394,07/24/2019,16:30,50820b8a-4a04-4b59-8ac4-a78c87dd73bc,Occupant,Unspecified,19039268,20,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
6899653,3642128,03/29/2017,15:05,055a3a32-ef55-41b9-981f-fc52a7aebd08,Occupant,Unspecified,17493209,0,,,,,,,,,Registrant,,,
9061166,4079647,02/12/2019,17:39,0d6486be-cd2a-41d9-b497-b6dc1e63fa8e,Occupant,Unspecified,18552772,86,,,,,,,,,Registrant,,,F
7837890,3815180,12/26/2017,15:00,da601946-d640-4fe0-84e8-8264d6dbbd78,Occupant,Unspecified,17949168,69,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7195264,3736031,08/21/2017,17:30,dcf63161-15d1-40c2-8298-a976dda56e62,Occupant,Unspecified,17634823,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
9039248,3914664,05/28/2018,13:20,11ea2fb7-c14c-4361-bbd7-57d98e99fb34,Occupant,Unspecified,18541841,24,,,,,,,,,Registrant,,,M
7557093,3885802,04/22/2018,16:30,0f10acfa-ac63-47a2-b66e-e79aefeeec74,Occupant,Injured,17812102,53,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Abrasion,Driver,,,M
6469636,3508253,08/26/2016,13:20,1727253,Occupant,Unspecified,17287049,0,,,,,,,,,Registrant,,,U
6475438,3489122,07/26/2016,13:50,1343864,Occupant,Unspecified,17289839,20,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
9640664,4029938,11/20/2018,18:30,887df1ee-d7bd-4134-9f3f-41d7654c22ce,Occupant,Unspecified,18838150,0,,,,,,,,,Registrant,,,U
7160433,3724287,07/30/2017,10:00,d85ed157-c0a4-476d-8d92-55249b38c359,Occupant,Unspecified,17618077,31,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9464727,3908144,05/24/2018,18:40,e5e0bad2-b5c1-477e-afc2-ad759171fef8,Occupant,Unspecified,18751296,0,,,,,,,,,Registrant,,,M
2295048,3360895,12/26/2015,20:00,3,Occupant,Injured,14993664,32,,,,,,,,,,,,
7838317,3773681,10/18/2017,10:40,472efc92-e586-4600-bb4c-c8f2961fc125,Occupant,Unspecified,17949368,60,,,,,,,,,Registrant,,,M
7493523,3892599,05/01/2018,16:45,9fc86b2d-17c5-4e92-bd02-ee986790437f,Occupant,Unspecified,17780890,30,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
9963801,4163445,07/02/2019,17:40,1a84b464-6958-4f06-8b08-1ee48823aee8,Occupant,Unspecified,18998093,51,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Does Not Apply,Passenger,,,M
7075794,3680165,05/29/2017,12:15,bb7a2c08-3e52-43e4-9239-f6990441c6e5,Occupant,Unspecified,17577551,37,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7499233,3890133,04/26/2018,16:15,19c19556-c8a1-4355-86d3-701a33784b63,Occupant,Unspecified,17783717,41,,,,,,,,,Registrant,,,M
9397856,4011406,10/30/2018,9:00,33dd63cd-91e1-4986-958d-1e7d3a74283a,Occupant,Unspecified,18718455,0,,,,,,,,,Registrant,,,U
2275386,3293187,09/09/2015,8:12,1,Occupant,Injured,14858853,32,,,,,,,,,,,,
